rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/learning_rate,train/loss,train/std,train/clip_range,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/clip_fraction,train/value_loss
58.166666666666664,329,2048,-112.11465650000002,6,1,,,,,,,,,,,
58.166666666666664,224,4096,-112.11465650000002,18,2,-0.010160502674989403,0.0003,34.401119232177734,0.9933245778083801,0.2,-5.6598224833607675,0.0026377439498901367,10,0.007237964,0.06357421875,231.82696146816016
58.166666666666664,203,6144,-112.11465650000002,30,3,-0.014376271050423384,0.0003,0.2868225574493408,0.9904682636260986,0.2,-5.637705476582051,0.24456220865249634,20,0.010740552,0.1517578125,1.0099729620851576
58.166666666666664,193,8192,-112.11465650000002,42,4,-0.013566126137448009,0.0003,0.08257652819156647,0.9773107767105103,0.2,-5.605996300280094,-0.7643109560012817,30,0.0108932955,0.124560546875,0.19984564308542757
58.166666666666664,186,10240,-112.11465650000002,54,5,-0.013775029519456439,0.0003,0.08107517659664154,0.9656925797462463,0.2,-5.555014757812023,0.04494321346282959,40,0.009776218,0.137353515625,0.15351258553564548
58.166666666666664,179,12288,-112.11465650000002,68,6,-0.013128503554617055,0.0003,0.017696060240268707,0.9502489566802979,0.2,-5.497432617843151,0.3047259449958801,50,0.00904133,0.11044921875,0.09433878420386463
58.166666666666664,177,14336,-112.11465650000002,80,7,-0.01521576476516202,0.0003,-0.002566317096352577,0.9353246688842773,0.2,-5.43554877191782,0.30104392766952515,60,0.012192665,0.144921875,0.08584839850664139
58.166666666666664,180,16384,-112.11465650000002,90,8,-0.01563333416124806,0.0003,-0.009234398603439331,0.9230345487594604,0.2,-5.3772952005267145,0.4593018889427185,70,0.011654078,0.144775390625,0.08621145596262067
58.166666666666664,183,18432,-112.11465650000002,100,9,-0.012535770950489678,0.0003,0.013541780412197113,0.907135009765625,0.2,-5.314918059110641,0.15654796361923218,80,0.010844412,0.101708984375,0.11199579400708899
58.166666666666664,185,20480,-112.11465650000002,110,10,-0.009831069712527096,0.0003,0.04781261086463928,0.8970440030097961,0.2,-5.258295406401158,0.4485260248184204,90,0.008607962,0.079296875,0.09548013739986345
58.166666666666664,187,22528,-112.11465650000002,120,11,-0.012908028060337529,0.0003,0.08850184082984924,0.8880544900894165,0.2,-5.2189814612269405,0.30599838495254517,100,0.009996429,0.119580078125,0.12800925171468408
58.166666666666664,189,24576,-112.11465650000002,129,12,-0.010734709398820996,0.0003,0.05463455617427826,0.8785085678100586,0.2,-5.175183515250683,0.44390732049942017,110,0.007698536,0.09521484375,0.1245778756448999
2863.1111111111113,189,26624,-252.83515866666664,140,13,-0.013816844670509454,0.0003,0.06268597394227982,0.8732094168663025,0.2,-5.142396864295006,0.44819319248199463,120,0.011300353,0.1353515625,0.1522484930464998
2863.1111111111113,189,28672,-252.83515866666664,151,14,-0.003837083245161921,0.0003,75.9546890258789,0.8736869096755981,0.2,-5.132623575627804,-0.08851706981658936,130,0.003690586,0.00751953125,63.659421145543455
2863.1111111111113,190,30720,-252.83515866666664,161,15,-0.01218557144748047,0.0003,0.17424127459526062,0.858951210975647,0.2,-5.099589759111405,0.0013596415519714355,140,0.0107460525,0.114404296875,0.44501153309829533
2913.2727272727275,189,32768,-245.72078909090908,172,16,-0.008156630286248402,0.0003,0.16495023667812347,0.8582701683044434,0.2,-5.066313289105892,0.4746658205986023,150,0.008438323,0.075048828125,0.3431245081592351
2913.2727272727275,189,34816,-245.72078909090908,183,17,-0.004433421598514542,0.0003,31.48497200012207,0.8565806150436401,0.2,-5.0594327107071875,0.18553727865219116,160,0.004989546,0.012841796875,61.35256486497819
2913.2727272727275,189,36864,-245.72078909090908,194,18,-0.008951302728382871,0.0003,0.1713787019252777,0.855993926525116,0.2,-5.055964115262031,0.10195386409759521,170,0.009556235,0.105078125,0.675789252994582
2913.2727272727275,189,38912,-245.72078909090908,205,19,-0.010855004328186623,0.0003,0.04285591095685959,0.8597810864448547,0.2,-5.0649813413619995,0.3008536100387573,180,0.011178589,0.138037109375,0.18289832756854593
3360.25,188,40960,-242.21157958333333,216,20,-0.015371418744325637,0.0003,0.08194749057292938,0.8416187763214111,0.2,-5.020426188409329,0.5987199544906616,190,0.011538364,0.139990234375,0.1547422223491594
3360.25,189,43008,-242.21157958333333,227,21,-0.013536985918472055,0.0003,0.09521622955799103,0.8368585109710693,0.2,-4.97211602628231,0.46372729539871216,200,0.011913576,0.13798828125,0.26509401879739014
3360.25,189,45056,-242.21157958333333,238,22,-0.011913157399976625,0.0003,0.11956855654716492,0.8363093733787537,0.2,-4.961953049898147,0.6562211513519287,210,0.012047305,0.112841796875,0.23103914251551033
3360.25,189,47104,-242.21157958333333,249,23,-0.0129717469913885,0.0003,0.08756717294454575,0.8374441862106323,0.2,-4.965113157033921,0.6373176574707031,220,0.012115875,0.1259765625,0.2831804185174406
3639.3846153846152,188,49152,-232.591381,260,24,-0.012412028189282864,0.0003,0.19393140077590942,0.8309298157691956,0.2,-4.948376381397248,0.742127001285553,230,0.008720219,0.109765625,0.27225429769605397
3639.3846153846152,188,51200,-232.591381,271,25,-0.014864649904484394,0.0003,0.0817846804857254,0.8269966840744019,0.2,-4.922986388206482,0.705855667591095,240,0.012990061,0.1302734375,0.293602215917781
3768.5714285714284,188,53248,-216.94339800000003,281,26,-0.015562981649418361,0.0003,0.12399789690971375,0.8184636831283569,0.2,-4.889986371994018,0.7437238693237305,250,0.01109552,0.12861328125,0.2988578715827316
3768.5714285714284,188,55296,-216.94339800000003,292,27,-0.013931752747157588,0.0003,0.13286541402339935,0.8028353452682495,0.2,-4.829111251235008,0.7944777011871338,260,0.012637433,0.142431640625,0.28811918483115734
3814.266666666667,188,57344,-198.54322366666668,303,28,-0.013630018621915952,0.0003,0.1123046875,0.7917101383209229,0.2,-4.766480930149555,0.7800420522689819,270,0.0135908425,0.13623046875,0.29900544374249877
3626.3125,188,59392,-192.25174375,314,29,-0.013022988793090917,0.0003,0.127153679728508,0.7861878871917725,0.2,-4.72555789500475,0.8321539163589478,280,0.0094423145,0.120751953125,0.34096392397768793
3626.3125,188,61440,-192.25174375,325,30,-0.00706941427779384,0.0003,1.3995798826217651,0.786162257194519,0.2,-4.712580777704716,0.21131622791290283,290,0.0076284576,0.073974609375,24.903818978276103
2961.5238095238096,187,63488,-163.01617276190478,338,31,-0.012955720338504761,0.0003,0.09639120101928711,0.7794505953788757,0.2,-4.693219511210918,0.8128533363342285,300,0.011140919,0.14853515625,0.2822098084259778
2961.5238095238096,184,65536,-163.01617276190478,354,32,-0.003780989276128821,0.0003,78.74655151367188,0.7796750664710999,0.2,-4.678573355078697,0.2461678385734558,310,0.0029144783,0.007275390625,111.32185127288103
2997.818181818182,182,67584,-151.01175959090912,370,33,-0.011616836648317985,0.0003,0.13664138317108154,0.7656395435333252,0.2,-4.637811869382858,0.019289016723632812,320,0.0106565,0.120703125,0.40220673559233544
3016.391304347826,180,69632,-138.99156200000002,386,34,-0.011113559635123237,0.0003,0.12022925913333893,0.7521056532859802,0.2,-4.56755306571722,0.6826138496398926,330,0.012243839,0.128466796875,0.3291608511004597
3016.391304347826,178,71680,-138.99156200000002,401,35,-0.012716853170422837,0.0003,0.15591423213481903,0.7415024042129517,0.2,-4.505542811751366,0.8304570913314819,340,0.01103539,0.146533203125,0.3175762307830155
2423.266666666667,176,73728,-122.90607806666668,417,36,-0.014483664615545422,0.0003,0.2085803598165512,0.7256764769554138,0.2,-4.432147672772407,0.8524329662322998,350,0.012150646,0.133154296875,0.4535102338530123
2392.7741935483873,175,75776,-118.91249503225808,432,37,-0.0034872903692303226,0.0003,93.5250473022461,0.7254809141159058,0.2,-4.3909213319420815,0.23786389827728271,360,0.00400199,0.01748046875,143.77805770635604
2337.848484848485,172,77824,-109.95212548484848,452,38,-0.006592516441014595,0.0003,3.7969753742218018,0.7225940227508545,0.2,-4.384966020286083,0.6874677538871765,370,0.0084480215,0.064697265625,15.223722371645271
2345.029411764706,166,79872,-101.28885688235295,480,39,-0.008815855918510352,0.0003,7.664069175720215,0.7218832969665527,0.2,-4.371554459631443,0.6580824851989746,380,0.008793272,0.0623046875,22.233012900128962
2337.0857142857144,165,81920,-97.40601548571429,496,40,-0.012372493842849507,0.0003,0.22488409280776978,0.7173761129379272,0.2,-4.358062137663365,0.6264339089393616,390,0.012770569,0.154736328125,0.6921044778078794
2227.2162162162163,164,83968,-96.88421545945945,511,41,-0.008964458090486006,0.0003,27.306978225708008,0.7158905267715454,0.2,-4.343113607168197,0.668714165687561,400,0.010622394,0.105126953125,20.58147934526205
2241.5,163,86016,-89.86029747368421,527,42,-0.009112841106252744,0.0003,13.117166519165039,0.7155171632766724,0.2,-4.336192780733109,0.8125912547111511,410,0.0074828216,0.060009765625,27.66060484535992
2248.3333333333335,161,88064,-85.90289074358975,544,43,-0.011934002579073422,0.0003,0.4851957857608795,0.7070536613464355,0.2,-4.308007982373238,0.3925071954727173,420,0.011431435,0.14931640625,0.8467680213041604
2228.15,160,90112,-83.6599581,560,44,-0.007789241237333044,0.0003,0.5957766175270081,0.7061499357223511,0.2,-4.2860621243715284,0.8731759190559387,430,0.0076917713,0.083740234375,10.721228608302772
2231.3414634146343,159,92160,-76.72279943902439,577,45,-0.007148327722097747,0.0003,18.59089469909668,0.7026625275611877,0.2,-4.271634781360627,0.9179237484931946,440,0.009463863,0.0720703125,8.77693997565657
2184.4186046511627,158,94208,-73.5374376744186,594,46,-0.00933598808478564,0.0003,0.1681901067495346,0.6997342109680176,0.2,-4.254950678348541,0.6833349466323853,450,0.011386918,0.140966796875,0.7510264126583934
2184.4186046511627,157,96256,-73.5374376744186,610,47,-0.007637058329419233,0.0003,3.2879905700683594,0.6990236639976501,0.2,-4.242746184766292,0.8586258888244629,460,0.010327762,0.0765625,17.36446475274861
2180.4666666666667,156,98304,-65.37635886666666,626,48,-0.013286955810326618,0.0003,0.1771596223115921,0.6951408386230469,0.2,-4.225329303741455,0.6763699650764465,470,0.016381778,0.18544921875,0.5373929188586771
2177.782608695652,156,100352,-62.249530891304346,642,49,-0.008940893286489882,0.0003,1.7290942668914795,0.696495532989502,0.2,-4.220079964399337,0.9188191294670105,480,0.010342202,0.09873046875,6.756239882856607
